date,gb_requests_total,gb_streamer_page,gb_streamer_page_200,gb_streamer_subpages,gb_game_hub,gb_robots,gb_sitemap,gb_distinct_streamers,gb_streamer_path_requests,truncated,captured_at,note
2026-09-12,210,40,40,2,12,24,1,44,40,no,2026-09-13T22:37:36.793Z,Baseline vor Tag 0 (Pings an)
